timestamp,symbol,status,row_count,first_date,last_date,output_path,error,yf_symbol,first_snapshot_year,latest_snapshot_year,statuses,asset_types,sources,symbol_suffix_type,sic,ff12,ff_label,has_price_csv,first_date_parsed,last_date_parsed,sic_numeric,ff12_numeric,sector_known,sector_allowed,price_quality,is_delisted_status,is_runtime_symbol,passes_first_cut,passes_loose_cut
2026-05-03T03:46:59.858067+00:00,ACGL,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACGL.csv,,ACGL,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6331.0,11.0,Money,True,2010-01-04,2026-05-01,6331.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:47:00.951255+00:00,ACGLN,success,1234,2021-06-03,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACGLN.csv,,ACGLN,2021,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6331.0,11.0,Money,True,2021-06-03,2026-05-01,6331.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:47:01.788359+00:00,ACGLO,success,2186,2017-08-21,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACGLO.csv,,ACGLO,2017,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6331.0,11.0,Money,True,2017-08-21,2026-05-01,6331.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:47:06.235585+00:00,ACH,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACH.csv,,ACH,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,5047.0,9.0,Shops,True,2010-01-04,2026-05-01,5047.0,9.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:47:07.381501+00:00,ACHC,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACHC.csv,,ACHC,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,8093.0,10.0,Hlth,True,2010-01-04,2026-05-01,8093.0,10.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:47:12.045145+00:00,ACHR,success,1347,2020-12-18,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACHR.csv,,ACHR,2020,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3721.0,3.0,Manuf,True,2020-12-18,2026-05-01,3721.0,3.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:47:12.872739+00:00,ACHV,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACHV.csv,,ACHV,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2835.0,10.0,Hlth,True,2010-01-04,2026-05-01,2835.0,10.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:47:13.984752+00:00,ACI,success,1469,2020-06-26,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACI.csv,,ACI,2010,2026,Active|Delisted,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,5411.0,9.0,Shops,True,2020-06-26,2026-05-01,5411.0,9.0,True,True,strong_1000_plus,True,True,True,True
2026-05-03T03:47:16.962943+00:00,ACIC,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACIC.csv,,ACIC,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6331.0,11.0,Money,True,2010-01-04,2026-05-01,6331.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:47:18.933403+00:00,ACIU,success,2414,2016-09-23,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACIU.csv,,ACIU,2016,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2016-09-23,2026-05-01,2834.0,10.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:47:19.854475+00:00,ACIW,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACIW.csv,,ACIW,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,7372.0,6.0,BusEq,True,2010-01-04,2026-05-01,7372.0,6.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:47:27.138575+00:00,ACLS,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACLS.csv,,ACLS,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3559.0,3.0,Manuf,True,2010-01-04,2026-05-01,3559.0,3.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:47:28.189982+00:00,ACLX,success,1061,2022-02-04,2026-04-29,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACLX.csv,,ACLX,2022,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2836.0,10.0,Hlth,True,2022-02-04,2026-04-29,2836.0,10.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:47:32.771360+00:00,ACMR,success,2134,2017-11-02,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACMR.csv,,ACMR,2017,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3559.0,3.0,Manuf,True,2017-11-02,2026-05-01,3559.0,3.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:47:34.848354+00:00,ACNB,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACNB.csv,,ACNB,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6022.0,11.0,Money,True,2010-01-04,2026-05-01,6022.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:47:37.886132+00:00,ACNT,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACNT.csv,,ACNT,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2800.0,5.0,Chems,True,2010-01-04,2026-05-01,2800.0,5.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:47:41.489885+00:00,ACON,success,1010,2022-04-22,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACON.csv,,ACON,2022,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,8071.0,10.0,Hlth,True,2022-04-22,2026-05-01,8071.0,10.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:47:49.702871+00:00,ACR,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACR.csv,,ACR,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6798.0,11.0,Money,True,2010-01-04,2026-05-01,6798.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:47:50.786366+00:00,ACRE,success,3523,2012-04-27,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACRE.csv,,ACRE,2012,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6798.0,11.0,Money,True,2012-04-27,2026-05-01,6798.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:47:53.368991+00:00,ACRS,success,2658,2015-10-06,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACRS.csv,,ACRS,2015,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2015-10-06,2026-05-01,2834.0,10.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:47:54.337764+00:00,ACRV,success,867,2022-11-15,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACRV.csv,,ACRV,2022,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2022-11-15,2026-05-01,2834.0,10.0,True,True,usable_252_plus,False,True,True,True
2026-05-03T03:47:59.959760+00:00,ACT,success,1161,2021-09-16,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACT.csv,,ACT,2021,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6411.0,11.0,Money,True,2021-09-16,2026-05-01,6411.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:48:10.767996+00:00,ACTG,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACTG.csv,,ACTG,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6794.0,11.0,Money,True,2010-01-04,2026-05-01,6794.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:48:18.583339+00:00,ACU,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACU.csv,,ACU,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3420.0,3.0,Manuf,True,2010-01-04,2026-05-01,3420.0,3.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:48:23.170834+00:00,ACXP,success,1218,2021-06-25,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ACXP.csv,,ACXP,2021,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2021-06-25,2026-05-01,2834.0,10.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:48:23.961965+00:00,AD,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/AD.csv,,AD,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,4812.0,7.0,Telcm,True,2010-01-04,2026-05-01,4812.0,7.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:48:25.036553+00:00,ADAG,success,1313,2021-02-09,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADAG.csv,,ADAG,2021,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2021-02-09,2026-05-01,2834.0,10.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:48:31.158817+00:00,ADAM,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADAM.csv,,ADAM,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6798.0,11.0,Money,True,2010-01-04,2026-05-01,6798.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:48:32.265656+00:00,ADAML,success,1215,2021-06-30,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADAML.csv,,ADAML,2021,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6798.0,11.0,Money,True,2021-06-30,2026-05-01,6798.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:48:33.113513+00:00,ADAMM,success,1642,2019-10-18,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADAMM.csv,,ADAMM,2019,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6798.0,11.0,Money,True,2019-10-18,2026-05-01,6798.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:48:34.008132+00:00,ADAMN,success,2137,2017-10-30,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADAMN.csv,,ADAMN,2017,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6798.0,11.0,Money,True,2017-10-30,2026-05-01,6798.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:48:34.967837+00:00,ADAMZ,success,1116,2021-11-18,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADAMZ.csv,,ADAMZ,2021,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6798.0,11.0,Money,True,2021-11-18,2026-05-01,6798.0,11.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:48:35.803974+00:00,ADBE,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADBE.csv,,ADBE,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,7372.0,6.0,BusEq,True,2010-01-04,2026-05-01,7372.0,6.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:48:36.890487+00:00,ADC,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADC.csv,,ADC,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,6798.0,11.0,Money,True,2010-01-04,2026-05-01,6798.0,11.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:48:39.326365+00:00,ADCT,success,1497,2020-05-18,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADCT.csv,,ADCT,2010,2026,Active|Delisted,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2020-05-18,2026-05-01,2834.0,10.0,True,True,strong_1000_plus,True,True,True,True
2026-05-03T03:48:40.185340+00:00,ADEA,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADEA.csv,,ADEA,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,4841.0,7.0,Telcm,True,2010-01-04,2026-05-01,4841.0,7.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:48:52.167359+00:00,ADI,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADI.csv,,ADI,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,3674.0,6.0,BusEq,True,2010-01-04,2026-05-01,3674.0,6.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:48:53.306381+00:00,ADIL,success,1951,2018-07-27,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADIL.csv,,ADIL,2018,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2834.0,10.0,Hlth,True,2018-07-27,2026-05-01,2834.0,10.0,True,True,strong_1000_plus,False,True,True,True
2026-05-03T03:48:58.419136+00:00,ADM,success,4107,2010-01-04,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADM.csv,,ADM,2010,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2070.0,1.0,NoDur,True,2010-01-04,2026-05-01,2070.0,1.0,True,True,fullish_4000_plus,False,True,True,True
2026-05-03T03:48:59.611694+00:00,ADMA,success,3153,2013-10-17,2026-05-01,/Users/hunglingki/git_projects/stock_indicator/data/stock_data_2010_yf_clean/ADMA.csv,,ADMA,2013,2026,Active,Stock,alpha_vantage_listing_status|runtime_symbols_txt,plain,2836.0,10.0,Hlth,True,2013-10-17,2026-05-01,2836.0,10.0,True,True,strong_1000_plus,False,True,True,True
