symbol,name,exchange,assetType,ipoDate,delistingDate,status
BSJE,GUGGENHEIM BULLETSHARES 2014 HIGH YIELD CORPORATE BOND ETF,NYSE ARCA,ETF,2011-01-25,2014-12-30,Delisted
BSJF,GUGGENHEIM BULLETSHARES 2015 HIGH YIELD CORPORATE BOND ETF,NYSE ARCA,ETF,2011-01-25,2015-12-30,Delisted
BSJG,GUGGENHEIM BULLETSHARES 2016 HIGH YIELD CORPORATE BOND ETF,NYSE ARCA,ETF,2012-04-25,2017-01-06,Delisted
BSJH,GUGGENHEIM BULLETSHARES 2017 HIGH YIELD CORPORATE BOND ETF,NYSE ARCA,ETF,2012-04-25,2017-12-28,Delisted
BSPE,Vintage Wine Estates Inc - Class A (Restricted Voting),NASDAQ,Stock,2005-09-07,2017-12-26,Delisted
BTFG,Banctrust Financial Group Inc,NASDAQ,Stock,2002-05-15,2013-03-08,Delisted
BTH,Blyth Inc,NYSE,Stock,1994-05-18,2015-10-28,Delisted
BTU,Peabody Energy,NYSE,Stock,2001-05-22,2017-03-31,Delisted
BTU-W,Peabody Energy Corporation When Issued,NYSE,Stock,2017-04-03,2017-04-10,Delisted
BTUI,BTU International Inc,NASDAQ,Stock,1989-02-08,2015-02-09,Delisted
BUCY,BUCYRUS INTERNATIONAL INC,NASDAQ,Stock,2004-07-23,2011-07-18,Delisted
BUND,PIMCO GERMANY BOND INDEX FUND,NYSE ARCA,ETF,2010-06-10,2014-09-26,Delisted
BUNL,PowerShares DB German Bund Futures ETNs,NYSE ARCA,ETF,2016-01-04,2016-09-27,Delisted
BUNT,PowerShares DB 3x German Bund Futures ETNs,NYSE ARCA,ETF,2016-01-04,2016-09-27,Delisted
BVA,Cordia Bancorp Inc,NASDAQ,Stock,2016-01-04,2016-09-01,Delisted
BWC,Babcock & Wilcox Company,NYSE,Stock,2010-08-02,2015-06-30,Delisted
BWY,BWAY CORP,NYSE,Stock,2007-06-13,2011-06-24,Delisted
BXG1,Bluegreen Corp,NYSE,Stock,2001-01-02,2013-04-02,Delisted
BXLT,Baxalta Inc,NYSE,Stock,2015-06-30,2016-06-16,Delisted
BXUB,Barclays ETN+LONG B S&P 500,NYSE ARCA,ETF,2009-11-18,2014-11-19,Delisted
BXUC,Barclays ETN+LONG C S&P 500,NYSE ARCA,ETF,2009-11-18,2014-11-19,Delisted
BYI,Bally Technologies Inc,NYSE,Stock,1982-01-12,2014-12-01,Delisted
BYLK,Baylake Corp,NASDAQ,Stock,2016-01-04,2016-05-10,Delisted
BZC,BreezeEastern Corp,NYSE,Stock,2005-01-21,2015-12-31,Delisted
CAB,Cabelas Inc,NYSE,Stock,2004-07-06,2017-09-28,Delisted
CACB,Cascade Bancorp,NASDAQ,Stock,1994-01-21,2017-06-07,Delisted
CACQ,Caesars Acquisition Company,NASDAQ,Stock,2013-11-19,2017-10-06,Delisted
CAD,PIMCO CANADA BOND INDEX FUND,NYSE ARCA,ETF,2011-11-10,2014-09-26,Delisted
CADTR,DT Asia Investments Ltd Rt,NASDAQ,Stock,2016-01-11,2016-07-07,Delisted
CADTU,DT Asia Investments Ltd Unit 1 Shs & 1 Rt & 1 Wt,NASDAQ,Stock,2016-01-08,2016-07-07,Delisted
CAG-W,ConAgra Foods Inc. ExDistribution When Issued,NYSE,Stock,2016-11-04,2016-11-16,Delisted
CAGC,CHINA AGRITECH INC,NASDAQ,Stock,2009-09-03,2013-10-17,Delisted
CALCQ,CALIFORNIA COASTAL COMMUNITIES INC,NASDAQ,Stock,1992-03-17,2012-03-09,Delisted
CAMBW,CAMBRIDGE CAPITAL ACQUISITION CORPORATION,NASDAQ,Stock,2014-09-24,2015-12-23,Delisted
CAPEQ,Cape Fear Bank CORP,NASDAQ,Stock,2006-10-02,2010-12-30,Delisted
CAPN,Capnia Inc,NASDAQ,Stock,2014-11-13,2017-05-11,Delisted
CAPNW,Capnia Inc Wt Pur Com Exp Ser A 02012019,NASDAQ,Stock,2014-11-13,2017-05-11,Delisted
CAPX,ELKHORN S&P 500 CAPITAL EXPENDITURES PORTFOLIO,NASDAQ,ETF,2016-01-04,2017-03-22,Delisted
CARS-W,Cars.com Inc. When Issued,NYSE,Stock,2017-05-18,2017-05-31,Delisted
CASA1,MEXICAN RESTAURANTS INC,NASDAQ,Stock,2010-11-16,2014-05-06,Delisted
CASL,CASTLE DENTAL CENTERS INC,NASDAQ,Stock,2017-07-25,2017-07-25,Delisted
CBCRQ,Capitol Bancorp Ltd,NYSE,Stock,2011-01-27,2014-02-05,Delisted
CBEY,Cbeyond Inc,NASDAQ,Stock,2005-11-10,2014-07-18,Delisted
CBF,Capital Bank Financial Corp,NASDAQ,Stock,2012-09-20,2017-12-01,Delisted
CBMX,CombiMatrix Corp,NASDAQ,Stock,2002-12-16,2017-11-16,Delisted
CBMXW,CombiMatrix Corp Warrant Exp New 05012014,NASDAQ,Stock,2016-03-21,2017-11-14,Delisted
CBNJ,Cape Bancorp Inc,NASDAQ,Stock,2016-01-04,2016-05-10,Delisted
CBNR,Cubic Energy Inc,NYSE,Stock,2010-01-04,2015-12-14,Delisted
CBR,CIBER Inc,NYSE,Stock,1994-03-17,2017-04-10,Delisted
CBST,Cubist Pharmaceuticals Inc,NASDAQ,Stock,1996-10-25,2015-01-21,Delisted
CCG,Campus Crest Communities Inc,NYSE,Stock,2010-10-13,2016-03-02,Delisted
CCN,FinTech Acquisition Corp,NASDAQ,Stock,2015-04-27,2017-07-17,Delisted
CCNWW,FinTech Acquisition Corp. Warrants,NASDAQ,Stock,2015-04-14,2017-07-19,Delisted
CCP,Care Capital Properties Inc,NYSE,Stock,2015-08-18,2017-08-28,Delisted
CCSC,Country Syl Ckng Restaurant Chain Company Ltd,NYSE,Stock,2016-01-04,2016-04-20,Delisted
CCV,Comcast Corporation 5.00 Notes Due 2061,NYSE,Stock,2012-12-10,2017-12-14,Delisted
CCXE,WISDOMTREE COMMODITY COUNTRY EQUITY FUND NA,NYSE ARCA,ETF,2006-10-13,2016-09-30,Delisted
CDEVW,Silver Run Acquisition Corporation Warrants,NASDAQ,Stock,2016-04-15,2017-04-10,Delisted
CDI,CDI Corp,NYSE,Stock,1989-06-29,2017-09-28,Delisted
CDII,CD International Enterprises Inc,NASDAQ,Stock,2004-11-02,2017-12-14,Delisted
CDORO,Condor Hospitality Trust Inc,NASDAQ,Stock,2016-01-04,2016-04-22,Delisted
CDORP,CDORP,NASDAQ,Stock,2016-01-06,2016-04-22,Delisted
CEB,The Corporate Executive Board Company,NYSE,Stock,1999-02-23,2017-07-14,Delisted
CEG,CONSTELLATION ENERGY GROUP INC,NYSE,Stock,2006-12-28,2013-03-20,Delisted
CEMP,Cempra Inc,NASDAQ,Stock,2012-02-06,2017-11-03,Delisted
CERCU,CERCU,NASDAQ,Stock,2015-10-15,2015-11-12,Delisted
CERCZ,Cerecor Inc Wt Cl B Exp 04202017,NASDAQ,Stock,2015-11-16,2017-04-20,Delisted
CERE,Ceres Inc,NASDAQ,Stock,2012-02-22,2016-08-02,Delisted
CERU,Cerulean Pharma Inc,NASDAQ,Stock,2014-04-10,2017-07-20,Delisted
CETC,Clean Enviro Tech Corp,NASDAQ,Stock,2001-01-02,2017-10-16,Delisted
CFCB,Centrue Financial Corp,NASDAQ,Stock,2015-10-30,2017-06-19,Delisted
CFCO,CF Corp,NASDAQ,Stock,2013-09-17,2017-11-30,Delisted
CFCOU,CFCOU,NASDAQ,Stock,2016-05-20,2017-11-30,Delisted
CFCOW,CF Corporation Warrants,NASDAQ,Stock,2016-07-20,2017-11-30,Delisted
CFD,Nuveen Diversified Commodity Fund,NYSE MKT,ETF,2010-09-28,2017-01-04,Delisted
CFGE,CALAMOS FOCUS GROWTH ETF,NASDAQ,ETF,2016-01-05,2016-08-09,Delisted
CFI,Culp Inc,NYSE,Stock,1990-03-26,2017-07-12,Delisted
CFL,Brinks Home Security Holdings Inc,NYSE,Stock,2008-11-03,2010-05-12,Delisted
CFN,CareFusion Corp,NYSE,Stock,2009-08-21,2015-03-17,Delisted
CFNL,Cardinal Financial Corp,NASDAQ,Stock,1998-07-17,2017-05-01,Delisted
CFRXW,ContraFect Corp Wt Cl A Exp 01312017,NASDAQ,Stock,2016-01-04,2017-01-31,Delisted
CFRXZ,ContraFect Corp Wt Cl B Exp 10/31/2015,NASDAQ,Stock,2014-09-24,2015-10-28,Delisted
CFSG,CHINA FIRE & SECURITY GROUP INC.,NASDAQ,Stock,2006-09-15,2011-11-21,Delisted
CGRB,Cougar Biotechnology Inc,NASDAQ,Stock,2007-02-08,2009-07-24,Delisted
CGX,Consolidated Graphics Inc,NYSE,Stock,2006-12-28,2014-01-30,Delisted
CHBT,ChinaBiotics,NASDAQ,Stock,2011-07-05,2013-11-12,Delisted
CHC,China Hydroelectric Corp Foreign,NYSE,Stock,2010-01-25,2014-07-09,Delisted
CHDX,Chindex International Inc,NASDAQ,Stock,1994-08-19,2014-10-07,Delisted
CHEV,Cheviot Financial Corp,NASDAQ,Stock,2016-01-04,2016-05-31,Delisted
CHLC,MARKET VECTORS RENMINBI BOND ETF,NYSE ARCA,ETF,2011-10-12,2014-12-22,Delisted
CHLN,China Housing & Land Development Inc,NASDAQ,Stock,2005-11-17,2016-02-26,Delisted
CHMT,Chemtura Corp,NYSE,Stock,2010-10-25,2017-07-17,Delisted
CHNB,GLOBAL X GF CHINA BOND ETF,NYSE ARCA,ETF,2016-01-04,2016-04-26,Delisted
CHOP,China Gerui Advanced Materials Group Ltd,NASDAQ,Stock,2007-04-17,2015-11-24,Delisted
CHQGF,Challenger Energy Corp,NYSE,Stock,2009-03-17,2009-10-06,Delisted
CHRD,CHORDIANT SOFTWARE INC,NASDAQ,Stock,2001-01-02,2010-05-10,Delisted
CHRM,Charm Communications Inc ADR,NASDAQ,Stock,2010-05-05,2014-10-02,Delisted
CHSI,Catalyst Health Solutions Inc,NASDAQ,Stock,2008-10-03,2012-07-19,Delisted
CHSP-P-A,Chesapeake Lodging Trust 7.75 Series A Cumulative Redeemable Preferred Shares,NYSE,Stock,2010-01-26,2017-07-14,Delisted
CHSP-P-A-CL,Chesapeake Lodging Trust 7.75 Series A Cumulative Redeemable Preferred Shares,NYSE,Stock,2010-01-26,2017-07-14,Delisted
CHTP,Chelsea Therapeutics International Ltd,NASDAQ,Stock,2005-11-10,2014-07-01,Delisted
CHTT,CHATTEM INC,NASDAQ,Stock,1992-11-06,2010-03-29,Delisted
CHUX,OCharleys LLC,NASDAQ,Stock,2008-09-10,2013-05-17,Delisted
CHXF,WISDOMTREE CHINA DIVIDEND EXFINANCIALS FUND NONE,NASDAQ,ETF,2012-09-20,2015-06-30,Delisted
CHYR,Chyronhego Corp,NASDAQ,Stock,2001-05-25,2015-03-17,Delisted
CIE,Cobalt International Energy Inc,NYSE,Stock,2009-12-16,2017-12-14,Delisted
CIFC,CIFC Corp,NASDAQ,Stock,2016-01-04,2016-11-22,Delisted
CIS,Camelot Information Systems Inc. Foreign,NYSE,Stock,2010-07-21,2014-03-28,Delisted
CITP,COMSYS IT PARTNERS INC,NASDAQ,Stock,2004-10-05,2010-04-22,Delisted
CJES,C&J Energy Services Inc,NYSE,Stock,2011-07-29,2016-07-20,Delisted
CKEC,Carmike Cinemas Inc,NASDAQ,Stock,2016-01-04,2016-12-29,Delisted
CKNN,CASH SYSTEMS INC,NYSE,Stock,1996-04-01,2009-09-28,Delisted
CKP,Checkpoint Systems Inc,NYSE,Stock,1986-11-12,2016-05-23,Delisted
CKR,CKE RESTAURANTS INC,NYSE,Stock,2001-01-02,2011-07-20,Delisted
CKSW,ClickSoftware Technologies Ltd,NASDAQ,Stock,2000-06-22,2015-07-21,Delisted
CKXE,CKX Inc,NASDAQ,Stock,2011-06-21,2011-07-08,Delisted
CLA,Capitala Finance Corp 7.125 Sr Nt 06162021,NYSE,Stock,2014-06-18,2017-06-23,Delisted
CLA-CL,Capitala Finance Corp. 7.125 Notes due 2021,NYSE,Stock,2017-05-30,2017-06-23,Delisted
CLAC,Capitol Acquisition Corp II,NASDAQ,Stock,2013-07-03,2017-07-11,Delisted
CLACU,Capitol Acquisition Corp II,NASDAQ,Stock,2013-05-10,2017-07-11,Delisted
CLACW,Capitol Acquisition Corp. II Warrant,NASDAQ,Stock,2014-10-08,2017-07-11,Delisted
CLAW,DIREXION DAILY HOMEBUILDERS & SUPPLIES BEAR 3X SHARES ,NYSE ARCA,ETF,2015-08-19,2017-09-25,Delisted
CLAY,CLAYTON HOLDINGS INC,NASDAQ,Stock,2006-03-24,2009-09-28,Delisted
CLBH,Carolina Bank Holding Inc. NC,NASDAQ,Stock,2001-01-02,2017-03-13,Delisted
CLC,CLARCOR Inc,NYSE,Stock,1990-03-26,2017-07-10,Delisted
CLCD,CoLucid Pharmaceuticals Inc,NASDAQ,Stock,2015-05-06,2017-03-02,Delisted
CLDA,CLINICAL DATA INC,NASDAQ,Stock,2001-01-02,2011-05-02,Delisted
CLDCW,DT Asia Investments Limited Warrant,NASDAQ,Stock,2014-10-22,2017-08-17,Delisted
CLFC,Center Financial Corp,NASDAQ,Stock,2001-01-02,2011-12-12,Delisted
CLMS,Calamos Asset Management Inc,NASDAQ,Stock,2004-10-28,2017-02-22,Delisted
CLNS-P-A,Colony NorthStar Inc. 8.75 Series A cumulative redeemable perpetual preferred stock,NYSE,Stock,2017-01-12,2017-05-24,Delisted
CLNS-P-A-CL,Colony NorthStar Inc. 8.75 Series A cumulative redeemable perpetual preferred stock,NYSE,Stock,2017-05-25,2017-06-22,Delisted
CLNS-P-C,Colony NorthStar Inc. 8.875 Series C preferred stock,NYSE,Stock,2017-01-11,2017-10-12,Delisted
CLNS-P-F,Colony NorthStar Inc. 8.50 Series F cumulative redeemable perpetual preferred stock,NYSE,Stock,2017-01-11,2017-05-24,Delisted
CLNS-P-F-CL,Colony NorthStar Inc. 8.50 Series F cumulative redeemable perpetual preferred stock,NYSE,Stock,2017-05-25,2017-06-22,Delisted
CLNY1,Colony Financial Inc,NYSE,Stock,2009-09-24,2017-01-18,Delisted
CLP,Colonial Properties Trust Inc,NYSE,Stock,1994-02-02,2013-10-17,Delisted
CLSP,CALLISTO PHARMACEUTICALS INC,NYSE,Stock,2008-10-22,2013-10-17,Delisted
CLTX,Celsus Therapeutics Plc,NASDAQ,Stock,2014-01-07,2015-09-18,Delisted
CLV,Cliffs Natural Resources Inc. Depositary Shares Representing 140th Preferred Convertible Series A,NYSE,Stock,2013-02-19,2016-02-08,Delisted
CLWR,Clearwire Corp,NASDAQ,Stock,2007-03-08,2013-10-17,Delisted
CLZR,CANDELA CORP,NASDAQ,Stock,2001-01-02,2010-01-22,Delisted
CMCSK,Comcast Corp,NASDAQ,Stock,1990-03-26,2015-12-21,Delisted
CMD2,ProShares UltraShort DJUBS Commodity ETF,NYSE,ETF,2017-01-03,2017-06-29,Delisted
CMGE,China Mobile Games & Entnmnt Grp Ltd,NASDAQ,Stock,2012-09-26,2015-08-18,Delisted
CMK,MFS InterMarket Income Trust I,NYSE,ETF,1990-01-02,2015-09-17,Delisted
CML,COMPELLENT TECHNOLOGIES INC,NYSE,Stock,2011-02-10,2011-11-30,Delisted
CMLP,Crestwood Midstream Partners LP,NYSE,Stock,2011-12-16,2015-10-08,Delisted
CMOS,CREDENCE SYSTEMS CORP,NASDAQ,Stock,1993-10-28,2009-09-29,Delisted
CMSB,CMS Bancorp Inc,NASDAQ,Stock,2007-04-04,2015-05-06,Delisted
CMVT,Comverse Technology Inc,NASDAQ,Stock,2013-02-04,2013-02-21,Delisted
CNCO,Cencosud SA,NYSE,Stock,2010-04-05,2017-06-16,Delisted
CNDO,Coronado Biosciences Inc,NASDAQ,Stock,2011-11-17,2015-04-27,Delisted
CNDT-W,Conduent Incorporated When Issued,NYSE,Stock,2016-12-13,2016-12-30,Delisted
CNEP,CHINA NORTH EAST PETROLEUM HOLDINGS LTD,NYSE,Stock,2012-06-21,2013-10-17,Delisted
CNH,CNH GLOBAL N V Foreign,NYSE,Stock,2001-01-02,2013-10-17,Delisted
CNPF,GLOBAL X CANADA PREFERRED ETF,NYSE ARCA,ETF,2011-05-25,2014-10-16,Delisted
CNQR,Concur Technologies Inc,NASDAQ,Stock,1998-12-16,2014-12-04,Delisted
CNSI,Comverse Inc,NASDAQ,Stock,2012-10-24,2015-09-08,Delisted
CNTR,POWERSHARES CONTRARIAN OPPORTUNITIES PORTFOLIO,NYSE ARCA,ETF,2014-01-15,2017-12-22,Delisted
CNU,CONTINUCARE CORP,NYSE,Stock,2010-11-01,2011-10-04,Delisted
CNV,Cnova N.V.,NASDAQ,Stock,2014-11-20,2017-07-10,Delisted
CNVR,,NASDAQ,Stock,2000-03-31,2014-12-10,Delisted
CNW,Conway Inc,NYSE,Stock,1980-01-02,2015-10-30,Delisted
CNXC,CNX Coal Resources LP,NYSE,Stock,2015-07-01,2017-11-28,Delisted
CNYD,China Yida Holding Company,NASDAQ,Stock,2016-01-04,2016-07-11,Delisted
COB,COMMUNITYONE BANCORP,NASDAQ,Stock,2016-01-04,2016-11-02,Delisted
COBK,Colonial Financial Services Inc,NASDAQ,Stock,2005-06-30,2015-03-31,Delisted
COBO,PROSHARES USD COVERED BOND,NYSE ARCA,ETF,2012-05-25,2017-09-14,Delisted
COBR,Cobra Electronics Corp,NASDAQ,Stock,1975-06-30,2014-10-08,Delisted
COCO,Corinthian Colleges Inc,NASDAQ,Stock,1999-02-05,2015-02-13,Delisted
CODE,Spansion Inc,NYSE,Stock,2010-05-18,2015-03-12,Delisted
COH,Coach Inc,NYSE,Stock,2000-10-06,2017-10-30,Delisted
COLE,Cole Real Estate Investments Inc,NYSE,Stock,2013-06-20,2014-02-07,Delisted
COLX,MARKET VECTORS COLOMBIA ETF,NYSE ARCA,ETF,2011-03-15,2014-12-12,Delisted
COR-P-A,CoreSite Realty Corporation Pfd Ser A,NYSE,Stock,2010-09-23,2017-12-11,Delisted
CORSQ,CORUS BANKSHARES INC,NASDAQ,Stock,1991-05-07,2012-11-05,Delisted
COSI,Cosi Inc,NASDAQ,Stock,2002-11-22,2016-10-07,Delisted
COTY-W,Coty Inc. Additional Shares When Issued,NYSE,Stock,2016-09-21,2016-10-04,Delisted
COUP,Couponscom Inc,NASDAQ,Stock,2014-03-07,2015-10-20,Delisted
COV,Covidien plc,NYSE,Stock,2007-06-14,2015-02-03,Delisted
COVS,Covisint Corp,NASDAQ,Stock,2013-09-26,2017-07-27,Delisted
COYNW,COYNW,NASDAQ,Stock,2015-11-13,2017-09-18,Delisted
CPGI,China Shengda Packaging Group Inc,NASDAQ,Stock,2010-12-10,2015-09-15,Delisted
CPGX,Columbia Pipeline Group Inc,NYSE,Stock,2015-07-01,2016-07-01,Delisted
CPHD,Cepheid,NASDAQ,Stock,2000-06-22,2016-11-08,Delisted
CPHR,Cipher Pharmaceuticals Inc,NASDAQ,Stock,2006-02-02,2017-08-28,Delisted
CPPL,Columbia Pipeline Partners LP,NYSE,Stock,2015-02-06,2017-07-10,Delisted
CPV,CentraCore Properties Trust,NYSE,Stock,2001-01-02,2013-03-04,Delisted
CPXX,Celator Pharmaceuticals Inc,NASDAQ,Stock,2016-01-04,2016-07-13,Delisted
CQB,Chiquita Brands International Inc,NYSE,Stock,1986-08-01,2015-01-13,Delisted
CRA,Celera CORP,NASDAQ,Stock,1993-07-01,2011-05-27,Delisted
CRBC,Citizens Republic Bancorp Inc,NASDAQ,Stock,2006-12-28,2013-04-12,Delisted
CRBQ,GLOBAL COMMODITY EQUITY ETF,NYSE ARCA,ETF,2016-01-04,2016-04-01,Delisted
CRDS,Crossroads Systems Inc,NASDAQ,Stock,1999-10-21,2017-08-28,Delisted
CRDT,WISDOMTREE STRATEGIC CORPORATE BOND FUND NA,NASDAQ,ETF,2013-01-31,2017-08-31,Delisted
CRN,CORNELL COMPANIES INC,NYSE,Stock,1990-01-02,2011-08-22,Delisted
CRRC,Courier Corp,NASDAQ,Stock,1990-03-27,2015-06-05,Delisted
CRUD,Teucrium Crude Oil Fund ETF,NYSE ARCA,ETF,2011-02-23,2014-12-18,Delisted
CRV,The Coast Distribution System Inc,NYSE,Stock,1992-03-17,2015-08-19,Delisted
CRWN,Crown Media Holdings Inc,NASDAQ,Stock,2000-05-05,2016-05-03,Delisted
CSC,Computer Sciences Corp,NYSE,Stock,2001-01-02,2017-04-10,Delisted
CSCB,Credit Suisse Commodity Benchmark ETN,NYSE ARCA,ETF,2016-01-04,2016-02-04,Delisted
CSCD,Cascade Microtech Inc,NASDAQ,Stock,2016-01-04,2016-07-05,Delisted
CSCR,Credit Suisse Commodity Rotation ETN,NYSE ARCA,ETF,2013-06-12,2017-06-12,Delisted
CSE,CapitalSource Inc,NYSE,Stock,2003-08-07,2014-04-07,Delisted
CSH,Cash America International Inc,NYSE,Stock,2016-01-04,2016-09-09,Delisted
CSKI,China Sky One Medical Inc,NASDAQ,Stock,2012-03-08,2014-08-12,Delisted
CSLS,Credit Suisse Long Short Equity ETN,NYSE ARCA,ETF,2010-02-22,2017-06-02,Delisted
CSMA,Credit Suisse Merger Arbitrage ETN,NYSE ARCA,ETF,2016-01-04,2016-06-20,Delisted
CSMB,Credit Suisse 2x Levered Merger Arbitrage ETN,NYSE ARCA,ETF,2011-03-08,2015-07-02,Delisted
CSMN,Credit Suisse Market Neut Global Eq ETN,NYSE ARCA,ETF,2011-09-21,2015-06-05,Delisted
CSR,CHINA SECURITY & SURVEILLANCE TECHNOLOGY INC.,NYSE,Stock,2007-10-29,2011-09-15,Delisted
CST,CST Brands Inc,NYSE,Stock,2013-04-17,2017-06-28,Delisted
CTCM,CTC Media Inc,NASDAQ,Stock,2006-05-31,2016-05-26,Delisted
CTCT,Constant Contact Inc,NASDAQ,Stock,2007-10-11,2016-02-10,Delisted
CTF,Nuveen Long Short Commodity Total Return,NYSE MKT,ETF,2012-10-26,2017-01-04,Delisted
CTP,CTPartners Executive Search Inc,NYSE,Stock,2010-12-08,2015-06-23,Delisted
CTQ,Qwest Corp,NYSE,Stock,2011-06-07,2016-09-06,Delisted
CTQ-CL,Qwest Corporation 7.375 Notes due 2051,NYSE,Stock,2016-08-19,2016-08-26,Delisted
CTRX,Catamaran Corp USA,NASDAQ,Stock,2006-06-13,2015-07-23,Delisted
CU,FIRST TRUST ISE GLOBAL COPPER INDEX FUND,NASDAQ,ETF,2010-03-31,2015-12-18,Delisted
CUBN,Reliant Bancorp Inc,NASDAQ,Stock,2006-11-16,2017-12-29,Delisted
CUL,Culligan Water Technologies Inc,NYSE,Stock,2008-12-08,2011-06-06,Delisted
CUNB,CU Bancorp,NASDAQ,Stock,2005-11-10,2017-11-02,Delisted
CUZ-W,Cousins Properties Incorporated ExDistribution When Issued,NYSE,Stock,2016-10-05,2016-10-06,Delisted
CVB,Lehman ABS Corporation 7.75 Corp Backed Tr Ctfs Kinder Morgan DebentureBacked series 20026,NYSE,Stock,2016-01-13,2017-02-10,Delisted
CVB-CL,Lehman ABS Corporation 7.75 Corp Backed Tr Ctfs Kinder Morgan DebentureBacked series 20026,NYSE,Stock,2017-01-30,2017-02-01,Delisted
CVC,Cablevision Systems Corp,NYSE,Stock,2016-01-04,2016-06-21,Delisted
CVD,Covance Inc,NYSE,Stock,1996-12-17,2015-02-18,Delisted
CVH,Coventry Health Care Inc,NYSE,Stock,2006-12-28,2013-10-17,Delisted
CVNSQ,Conversion Services International Inc,NASDAQ,Stock,2010-10-27,2015-10-01,Delisted
CVOL,CTracks Linked to the CVOLT Index ETN,NYSE ARCA,ETF,2016-01-04,2016-05-31,Delisted
CVT,Cvent Inc,NYSE,Stock,2013-08-08,2016-12-07,Delisted
CWEI,Clayton Williams Energy Inc,NYSE,Stock,1993-05-24,2017-04-25,Delisted
CXA,SPDRR NUVEEN BARCLAYS CAPITAL CALIFORNIA MUNICIPAL BOND ETF,NYSE ARCA,ETF,2016-01-04,2016-09-01,Delisted
CXG,CNX Gas Corp,NYSE,Stock,2006-01-19,2011-06-06,Delisted
CXR,COX RADIO INC,NYSE,Stock,2006-12-28,2009-05-29,Delisted
CXS,Crexus Investment Corp,NYSE,Stock,2009-09-17,2013-10-17,Delisted
CYBX,Cyberonics Inc,NASDAQ,Stock,1993-02-11,2015-10-16,Delisted
CYDEQ,CYBERDEFENDER CORP,NASDAQ,Stock,2012-03-05,2013-03-05,Delisted
CYH-W,Community Health Systems Inc,NYSE,Stock,2016-04-21,2016-04-29,Delisted
CYN,City National Corp,NYSE,Stock,1990-03-26,2015-11-02,Delisted
CYNA,CYNA,NASDAQ,Stock,2015-05-20,2016-10-21,Delisted
CYNI,Cyan Inc,NYSE,Stock,2013-05-09,2015-08-03,Delisted
CYNO,Cynosure Inc,NASDAQ,Stock,2016-01-04,2017-03-23,Delisted
CYRV,Crystal River Capital Inc,NYSE,Stock,2008-12-02,2011-08-08,Delisted
CYT,Cytec Industries Inc,NYSE,Stock,1993-12-22,2015-12-16,Delisted
DAEG,Daegis Inc,NASDAQ,Stock,1996-06-14,2015-11-20,Delisted
DANG,ECommerce China Dangdang Inc,NYSE,Stock,2010-12-07,2016-09-28,Delisted
DARA,DARA Biosciences Inc,NASDAQ,Stock,1994-04-07,2015-12-04,Delisted
DATE,Jiayuan.com International Ltd,NASDAQ,Stock,2011-05-10,2016-05-16,Delisted
DB-R,Deutsche Bank AG Rights,NYSE,Stock,2017-03-21,2017-03-31,Delisted
DB-R-W,Deutsche Bank AG Rights When Issued,NYSE,Stock,2017-03-20,2017-03-27,Delisted
DBAU,DEUTSCHE XTRACKERS MSCI AUSTRALIA HEDGED EQUITY ETF,NYSE ARCA,ETF,2015-08-19,2017-05-23,Delisted
DBIF,DEUTSCHE XTRACKERS S&P HEDGED GLOBAL INFRASTRUCTURE ETF,NYSE ARCA,ETF,2015-04-09,2017-05-23,Delisted
DBIT,DEUTSCHE XTRACKERS MSCI ITALY HEDGED EQUITY ETF,NYSE ARCA,ETF,2015-08-19,2017-10-26,Delisted
DBIZ,AdvisorShares Pring Turner Business Cycle ETF,NYSE ARCA,ETF,2012-12-27,2015-10-02,Delisted
DBRE,DEUTSCHE XTRACKERS DOW JONES HEDGED INTERNATIONAL REAL ESTATE ETF,NYSE ARCA,ETF,2015-04-09,2017-05-23,Delisted
DBSE,DEUTSCHE XTRACKERS MSCI SOUTHERN EUROPE HEDGED EQUITY ETF,NYSE ARCA,ETF,2015-08-19,2017-10-26,Delisted
DBSP,DEUTSCHE XTRACKERS MSCI SPAIN HEDGED EQUITY ETF,NYSE ARCA,ETF,2015-08-19,2017-05-23,Delisted
DBU,WISDOMTREE GLOBAL EXU.S. UTILITIES FUND NA,NYSE ARCA,ETF,2016-01-04,2016-09-30,Delisted
DCA,Virtus Total Return Fund,NYSE,ETF,2016-01-04,2017-04-10,Delisted
DCUA,Dominion Resources Inc,NYSE,Stock,2016-01-04,2016-04-01,Delisted
DCUB,Dominion Resources Inc,NYSE,Stock,2016-01-04,2016-07-01,Delisted
DCUC,Dominion Resources Inc 2014 Ser A Corp Unit 07012017,NYSE,Stock,2014-07-11,2017-07-03,Delisted
DDMGQ,Digital Domain Media Group Inc,NYSE,Stock,2012-09-11,2015-09-23,Delisted
DDRX,DIEDRICH COFFEE INC,NASDAQ,Stock,2001-05-11,2010-05-28,Delisted
DDSSF,Labopharm Inc,NASDAQ,Stock,2006-04-28,2012-10-19,Delisted
DEFL,PowerShares DB US Deflation ETN,NYSE ARCA,ETF,2011-12-06,2015-02-11,Delisted
DEG,Etablissements Delhaize Frres et Cie Le Lion Groupe Delhaize SA,NYSE,Stock,2016-01-04,2016-08-02,Delisted
DELL,Dell Inc,NASDAQ,Stock,1988-08-17,2015-03-04,Delisted
DELTW,Delta Technology Holdings Ltd,NASDAQ,Stock,2015-06-01,2017-12-14,Delisted
